City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
244,kaitong,44.8135,123.15,37.42,56,18,29.48,CN,2021-03-15 06:20:19
245,asha,54.9973,57.2722,16.65,89,90,10.11,RU,2021-03-15 06:20:19
246,videbaek,56.0876,8.6285,42.01,93,75,11.5,DK,2021-03-15 06:20:20
247,cortez,37.3489,-108.5859,35.6,69,90,8.88,US,2021-03-15 06:20:20
248,hami,42.8,93.45,54.43,20,97,9.37,CN,2021-03-15 06:20:21
249,san isidro,-12.1167,-77.05,75.0,78,0,6.91,PE,2021-03-15 06:20:21
250,ouallam,14.3188,2.0866,74.25,22,73,5.1,NE,2021-03-15 06:20:22
251,aitape,-3.1374,142.3475,83.19,80,91,6.35,PG,2021-03-15 06:19:14
252,bud,39.447,-86.1758,41.0,55,100,16.73,US,2021-03-15 06:19:07
253,la libertad,-2.2333,-80.9,79.5,75,100,7.78,EC,2021-03-15 06:20:23
254,okhotsk,59.3833,143.3,15.49,94,100,8.95,RU,2021-03-15 06:20:23
255,hadishahr,38.8431,45.6635,39.2,75,90,4.61,AZ,2021-03-15 06:20:24
256,valparaiso,-33.0393,-71.6273,59.0,88,90,5.75,CL,2021-03-15 06:10:38
257,natal,-5.795,-35.2094,75.2,88,20,4.61,BR,2021-03-15 06:13:52
258,kirakira,-10.4544,161.9205,82.13,76,71,6.31,SB,2021-03-15 06:18:29
259,otane,-39.8833,176.6333,69.01,87,57,5.01,NZ,2021-03-15 06:16:25
260,bamako,12.65,-8.0,73.4,27,73,3.44,ML,2021-03-15 06:18:50
261,kununurra,-15.7667,128.7333,86.0,74,40,6.91,AU,2021-03-15 06:16:31
262,stillwater,36.1156,-97.0584,53.6,71,90,10.36,US,2021-03-15 06:20:25
263,clyde river,70.4692,-68.5914,-5.8,84,1,25.32,CA,2021-03-15 06:18:15
264,narsaq,60.9167,-46.05,37.4,52,75,57.53,GL,2021-03-15 06:20:26
265,carmen,18.6333,-91.8333,78.33,76,0,13.15,MX,2021-03-15 06:15:51
266,bambanglipuro,-7.95,110.2833,84.4,70,85,6.98,ID,2021-03-15 06:20:27
267,esfahan,32.6572,51.6776,48.2,46,99,9.22,IR,2021-03-15 06:20:27
268,gejiu,23.306,103.1635,71.74,35,62,8.7,CN,2021-03-15 06:20:28
269,salvador,13.8333,-88.9167,75.2,88,20,4.61,SV,2021-03-15 06:15:43
270,hagere selam,6.4833,38.5167,61.18,53,0,5.17,ET,2021-03-15 06:20:28
271,porto santo,33.072,-16.3415,59.0,77,20,8.05,PT,2021-03-15 06:20:29
272,dutlwe,-23.9833,23.9,67.64,63,0,12.66,BW,2021-03-15 06:20:29
273,lata,40.1629,-8.3327,51.01,100,40,2.3,PT,2021-03-15 06:13:38
274,lebu,-37.6167,-73.65,54.03,94,9,1.23,CL,2021-03-15 06:18:55
275,pilar,-9.5972,-35.9567,71.6,88,40,2.3,BR,2021-03-15 06:20:30
276,brae,60.3964,-1.353,39.2,87,20,9.22,GB,2021-03-15 06:19:06
277,half moon bay,37.4636,-122.4286,46.99,81,75,19.57,US,2021-03-15 06:11:18
278,luganville,-15.5333,167.1667,80.47,83,84,4.81,VU,2021-03-15 06:14:28
279,lewistown,40.5992,-77.5714,28.4,34,1,16.11,US,2021-03-15 06:20:31
280,kautokeino,69.0125,23.0412,17.15,96,99,3.47,NO,2021-03-15 06:20:32
281,manzhouli,49.6,117.4333,18.07,62,100,33.71,CN,2021-03-15 06:20:32
282,richards bay,-28.783,32.0377,76.73,74,15,9.66,ZA,2021-03-15 06:19:02
283,igarka,67.4667,86.5833,-8.43,83,53,3.51,RU,2021-03-15 06:17:31
284,los llanos de aridane,28.6585,-17.9182,66.2,59,90,10.36,ES,2021-03-15 06:18:04
285,shetpe,44.1667,52.1167,32.45,32,0,15.19,KZ,2021-03-15 06:20:34
286,aykhal,66.0,111.5,-3.23,88,100,19.93,RU,2021-03-15 06:19:26
287,bayir,37.2687,28.2167,53.6,100,75,3.44,TR,2021-03-15 06:20:34
288,biscarrosse,44.3945,-1.1672,48.2,93,0,2.3,FR,2021-03-15 06:20:35
289,magugu,-4.0167,35.7667,75.96,60,0,2.04,TZ,2021-03-15 06:20:36
290,boyolangu,-8.1181,111.8935,84.67,67,70,5.73,ID,2021-03-15 06:14:03
291,halifax,44.6453,-63.5724,18.0,86,98,9.22,CA,2021-03-15 06:19:10
292,saldanha,-33.0117,17.9442,63.25,85,98,23.71,ZA,2021-03-15 06:19:17
293,leshukonskoye,64.8989,45.7622,25.95,95,99,6.24,RU,2021-03-15 06:19:24
294,jasper,37.2001,-94.3502,48.99,100,90,4.61,US,2021-03-15 06:20:37
295,angoram,-4.0625,144.0661,85.91,73,59,5.03,PG,2021-03-15 06:20:38
296,oktyabrskiy,54.4815,53.471,12.43,81,99,14.92,RU,2021-03-15 06:20:38
297,sur,22.5667,59.5289,82.83,49,0,7.47,OM,2021-03-15 06:20:38
298,botwood,49.1499,-55.3482,21.0,90,100,1.01,CA,2021-03-15 06:20:39
299,ternate,0.8,127.4,84.99,66,21,6.46,ID,2021-03-15 06:20:39
300,pangkalanbuun,-2.6833,111.6167,95.79,41,41,3.91,ID,2021-03-15 06:20:40
301,grand gaube,-20.0064,57.6608,77.0,91,90,3.0,MU,2021-03-15 06:18:54
